sme_id,business_name,revenue,profit_margin,debt_ratio,collateral_value,marketing_spend,employee_count,staff_count,age_of_business,sector,previous_funding_received,previous_funding_amount,default_history,loan_applications_count,funding_requested_amount,expected_roi,project_duration_months,business_stage,collateral_offered,business_registration_uploaded,tax_clearance_uploaded,financial_statements_uploaded,tax_registered,tax_paid_last_year,licenses_required,licenses_up_to_date,total_payroll,cost_per_hire,nssf_contribution_percent,nhif_contribution_percent,staff_turnover_rate,bank_balance,m_pesa_balance,pending_invoices,paid_invoices,late_payments,campaign_spend,clicks,impressions,conversions,target_segment,total_customers,active_customers,repeat_customers,channels_used,owner_age,owner_gender,education_level,employment_status,location,eligible_for_funding,default_risk,business_health_score
26,SME_26,52213.10715910516,0.16286946813275863,0.252264370838607,0.0,6280.635176015104,79,12,8,agriculture,0,0.0,0,9,457724.826849283,0.26842044071306664,7,startup,0,1,1,1,0,1,3,0,241146.61296603386,27070.438421514682,0.07663122531711201,0.0360045968461022,0.20138133166383795,57352.37325994088,22327.592758590876,4,34,3,2516.286001895529,4682,65885,372,high,4853,136,136,physical,52,male,bachelor,self-employed,Kisumu,1,medium,41.9
27,SME_27,35711.078887201074,0.2760357827057598,0.18282654328033288,0.0,20922.339485811397,66,14,20,services,0,0.0,0,7,274420.55340172385,0.10012740712563209,34,growth,0,1,1,1,1,1,1,1,411262.7779667634,16182.085363944418,0.10206727089038553,0.026880830191122796,0.1604821821899329,167658.14927829732,25251.126708039345,16,34,47,44520.265075737,2234,70190,486,low,366,366,366,mobile,36,male,highschool,self-employed,Mombasa,1,low,51.7
28,SME_28,59191.03100622514,0.23672624470576062,0.2610299788848731,311.1263048692763,17228.095399393766,71,17,14,tech,1,40392.18892286373,0,2,173538.45669181136,0.11815423266859584,11,mature,1,1,1,1,1,1,2,1,63417.821495428,16397.692450034687,0.0673908463874037,0.03556663842198146,0.1463689250516611,131349.38104485185,43184.595850775644,19,4,42,37365.18510948369,1585,49446,364,low,2783,2783,1431,online,41,female,phd,self-employed,Kisumu,1,low,67.7
29,SME_29,40493.637314891654,0.1646761590692238,0.5397807168144512,156.28263999757178,24907.53601255742,47,38,10,manufacturing,1,430458.2553902225,0,9,301696.68544277333,0.31809594988541984,7,growth,1,0,1,1,1,0,2,1,300659.0713864948,21030.219293636626,0.08795711947343636,0.041362470863028286,0.126749582908604,39238.14253619255,15317.133789108733,19,37,12,26514.288816927263,2884,58495,352,medium,3449,443,443,mobile,38,male,bachelor,self-employed,Eldoret,0,low,59.7
30,SME_30,44583.904812337474,0.11558546700575667,0.42031926879271786,0.0,22881.593727258754,82,5,23,services,1,163711.84265425228,0,8,341361.1603440208,0.10726997850748016,7,mature,0,0,1,0,1,1,3,1,141800.45811614656,46614.99363158651,0.09619627854410832,0.02197312485647224,0.1760914725813491,94360.31510112148,3527.398824257174,13,5,46,49498.01596398094,3228,89861,405,low,4757,793,793,online,54,female,none,self-employed,Nairobi,0,low,38.8
31,SME_31,40481.57679392344,0.20649858176461172,0.42933352678304654,257.01014566482974,25944.47658255407,86,10,2,agriculture,0,0.0,0,2,435397.2485657752,0.23422751414605764,9,growth,1,0,1,0,0,1,2,0,307664.94212836487,22844.21238655611,0.11154917726419614,0.02412273051970301,0.09936664348429611,195105.55976610875,31732.378180226413,8,28,20,13259.307307377981,3510,9923,73,low,4716,2914,300,online,54,male,bachelor,employed,Kisumu,1,medium,50.9
32,SME_32,160518.9011037012,0.08185176602068718,0.08756594163110318,1576.1697574128762,6995.948861349704,10,31,3,manufacturing,0,0.0,0,3,662298.9807502948,0.32392553294634996,28,growth,1,1,1,1,1,1,2,1,340856.1006336221,29853.0278937122,0.07417560189701759,0.020219318873803543,0.1485406732904996,147788.9023926163,41459.343803054755,18,22,4,10900.391749494742,2934,68978,384,high,353,353,223,physical,38,female,master,self-employed,Kisumu,1,low,54.6
33,SME_33,49520.09917899211,0.18334504385493533,0.1273269395170696,6334.394728780996,25657.075075663855,33,39,18,transport,1,456011.32764839916,0,5,287699.79495862254,0.0818505744428782,3,startup,1,1,1,0,1,0,4,1,65363.502551206075,29558.905996579244,0.08448537617733026,0.031360029671184515,0.15554834022238798,187185.72022592768,28256.612068791266,11,44,12,16740.142765235854,2648,32509,45,low,1978,1978,1978,physical,46,female,master,employed,Other,1,low,67.2
34,SME_34,36348.25073832687,0.1853829111416639,0.0,0.0,12120.940694360543,7,19,21,transport,0,0.0,0,8,69957.22819930245,0.08933179751749419,28,startup,0,0,1,1,1,1,1,1,80359.08986088328,31241.806594618633,0.06292195847241898,0.04301945834205115,0.16003177871542074,162723.35917351893,16703.42706990103,10,36,1,26326.036532759583,3266,89253,357,high,2499,100,100,online,30,female,master,employed,Mombasa,0,low,51.5
35,SME_35,76090.51473150012,0.22421469352492157,0.1785928768375869,0.0,9216.567449409562,3,32,2,manufacturing,1,385244.003135135,0,9,385813.03934126516,0.1768518930428905,34,growth,0,0,1,1,0,1,3,1,88350.9822218582,41901.95451634072,0.0715327334337777,0.03348547554584781,0.10817327120152653,146386.5994830888,31892.999011088446,0,31,24,19341.8615401656,4125,86711,277,low,1927,1927,1881,mobile,47,female,master,employed,Mombasa,0,low,65.8
36,SME_36,35271.406096681756,0.34317620272377547,0.4435054779578488,3307.6913331102182,3241.710939309561,14,39,21,manufacturing,1,290511.88168996735,0,1,858517.0238358942,0.20676002962324494,14,startup,1,1,1,1,0,1,3,0,433524.85019047104,45554.06335480801,0.05664554748961133,0.037123488556282655,0.13084295839883,166834.36176538633,49559.15819183849,10,0,5,41475.05491079167,989,5517,287,high,798,798,798,mobile,29,male,bachelor,employed,Other,1,low,42.4
37,SME_37,54581.704105298246,0.1774691177025137,0.37754197736225564,0.0,38132.62793780705,44,7,9,transport,1,218470.06711039032,1,1,508384.4806348461,0.1358395048943385,8,mature,0,1,1,1,1,1,2,1,467000.2280047796,14393.609031705377,0.06383464215163703,0.037696119888303445,0.16568828367184027,140051.13206678015,29128.046631555608,7,48,28,44724.5215218494,4668,91983,214,medium,3324,153,153,mobile,54,male,master,self-employed,Other,1,high,57.0
38,SME_38,32097.104320315055,0.11437254620047507,0.2667730105571814,0.0,21372.096042827998,46,34,2,transport,0,0.0,0,1,965488.0825905016,0.39712825395142676,22,mature,0,1,1,1,1,1,2,1,246975.20264019628,43720.12768884678,0.0742347929151646,0.022686216337627258,0.1613325785720341,115636.51212739783,16445.60443856341,19,33,22,48333.3837384667,1323,11957,157,medium,3276,3258,251,online,37,male,highschool,self-employed,Eldoret,1,low,42.3
39,SME_39,34652.85245521256,0.14820979814656038,0.29665495744229203,10202.097317098365,31332.184165587918,61,4,7,transport,1,483253.9679763998,0,4,513549.10046695714,0.25386265831632293,21,startup,1,0,1,0,1,1,3,1,443658.33205200837,29646.82072883502,0.07969902758698194,0.02523371487551216,0.21284884831142714,148497.79784781387,12937.1618014509,3,43,34,40912.55728942223,1591,5220,86,high,465,465,465,online,24,male,bachelor,self-employed,Nairobi,1,low,47.2
40,SME_40,54278.81503318624,0.0261646866577617,0.19666716861368916,10157.415467052759,36379.667165237166,36,34,7,tech,1,122311.0434697186,0,5,290380.84058341087,0.11956877355511147,18,growth,1,1,1,1,1,1,2,1,264294.58002622076,46601.12881895538,0.09948142561185881,0.047456426776338684,0.139904343146389,49745.606460822426,49913.10795153404,3,27,9,30405.622703718378,78,30367,298,low,271,271,271,online,25,male,phd,self-employed,Other,0,low,43.7
41,SME_41,72308.75709542117,0.10137008082376592,0.33071383236026763,12470.58129712227,33965.83326567768,13,46,14,services,0,0.0,0,2,209447.7173003103,0.06339920838297394,6,growth,1,1,1,1,1,0,2,0,230506.83244695584,46227.04587374566,0.08209142448847857,0.033761330551652036,0.09120475626034535,100618.07354379511,42670.67376860268,10,49,19,30680.759933566293,4941,20638,110,high,3463,1180,744,physical,41,male,master,self-employed,Eldoret,1,low,64.1
42,SME_42,53647.41542156937,0.12135022933208271,0.4148817419220922,18540.63932932264,23525.035954484112,16,13,5,tech,0,0.0,0,2,700634.0068498648,0.1936997449043395,34,growth,1,1,1,0,1,1,4,0,289060.231492187,22524.498098089764,0.05343343995819592,0.032558378064129416,0.12681630032500377,190521.10958786082,14694.791004822044,18,6,24,9324.571694643058,2865,9412,11,low,3980,2808,2200,online,49,female,bachelor,employed,Nairobi,1,medium,54.0
43,SME_43,47546.311479891316,0.11331381214457852,0.05761698188842909,0.0,19394.92644758649,80,20,8,agriculture,0,0.0,0,1,545653.6600618877,0.2438838301934468,20,growth,0,1,1,1,1,1,3,1,405583.52823679394,34334.45333385842,0.10290217650433776,0.04252959480272925,0.09770238975002729,162679.42304456464,13859.858495353194,3,36,35,13160.612964959346,3209,60048,338,low,2812,2812,1942,mobile,37,male,highschool,self-employed,Kisumu,1,low,52.9
44,SME_44,44439.767391332716,0.16066484104236053,0.3449471531756022,0.0,18797.995482033188,5,46,23,tech,0,0.0,0,5,611918.9504155327,0.38404545212578994,7,startup,0,1,1,1,1,1,2,1,150694.6269941695,44213.5034411904,0.08729577808185249,0.021355795840607903,0.22893268203945974,185628.56212887575,40379.83949049826,5,28,9,49862.972619073524,3856,39939,454,medium,4876,3808,991,online,20,female,none,employed,Other,1,medium,42.7
45,SME_45,33890.92229083391,0.09243060473324595,0.43986523064320004,3513.4627552863217,32002.439846502817,89,23,22,agriculture,1,290897.18942949874,0,0,760024.2535474485,0.20758147676573246,8,growth,1,1,1,0,1,1,1,1,185779.31825914557,22311.89928552098,0.11575859214134485,0.04522344046545314,0.19027310119720284,193652.4442233993,49621.98206899386,8,18,26,13064.919697577294,1716,55914,410,medium,1057,1057,1057,online,23,male,bachelor,self-employed,Mombasa,1,medium,53.7
46,SME_46,39223.86280975429,0.228472146712713,0.23773495665549454,0.0,24739.71774709367,38,16,18,agriculture,1,375350.8135363596,0,8,731385.3949795951,0.17571110371739432,16,growth,0,1,1,0,1,1,2,1,431993.50733553816,6972.141764352226,0.09446680451492866,0.04011305955532121,0.16797615994429427,119497.26642737477,23814.55728726678,10,47,6,23343.676913774474,1992,92375,409,low,4578,3934,145,physical,43,male,phd,self-employed,Mombasa,1,medium,27.8
47,SME_47,42191.651367183906,0.1500144945442738,0.4051050918180875,2989.8104422484344,42456.61239942553,50,17,6,retail,1,388785.63036580145,0,9,62496.034164862445,0.10234275211856757,20,growth,1,1,1,0,1,1,4,1,462189.39836561744,21191.353077403386,0.08737522628020997,0.02434771897524672,0.16990777506365654,43254.2833174461,12136.013046082286,11,43,49,19265.503391557304,2768,35845,145,high,706,606,471,physical,36,female,none,employed,Kisumu,1,low,50.8
48,SME_48,88488.70157307523,0.149348977520297,0.722198166670883,29712.11141610807,43735.099216335606,38,33,14,agriculture,0,0.0,0,3,806520.4671891276,0.2370382638005033,12,growth,1,1,1,1,0,1,4,0,105354.43681437211,21443.18731732396,0.0706100203302268,0.021947728313201575,0.14631951838743462,149504.7819432346,12286.836103500687,17,18,20,34412.922561806576,3192,7615,91,high,3416,2929,126,physical,40,female,master,self-employed,Kisumu,0,medium,31.4
49,SME_49,58244.01086779135,0.12704736984409573,0.2843485810519662,0.0,8528.018900325924,56,11,18,beauty,1,219152.9665588551,0,1,542049.2409106772,0.30166918628504913,25,mature,0,1,1,1,1,1,3,1,367220.74958150584,41303.55203839935,0.06655222755547877,0.02008665530712871,0.08202387211480226,6429.612235213041,40070.231977040814,19,19,21,16774.833565020806,3097,29558,330,low,4858,2031,1616,physical,27,male,bachelor,employed,Kisumu,1,low,68.4
50,SME_50,32727.894912795735,0.16086334787012854,0.35899605750079855,819.2796608054142,6811.682577286282,63,15,17,agriculture,0,0.0,0,5,403874.36019847717,0.02126334249335521,20,mature,1,1,1,1,1,1,4,1,54329.08463017355,18933.056597283346,0.06610236467861215,0.028824583883878097,0.12829963877819064,22382.591271414163,30645.8296361867,8,14,45,34147.497958798136,2853,24555,449,high,4586,234,234,mobile,37,male,master,self-employed,Eldoret,1,medium,70.1
51,SME_51,57682.04846235036,0.2077568785267344,0.18929143745079124,23523.88118473968,31520.046301799975,48,3,9,retail,1,323435.4907270225,0,4,546769.0377427089,0.20746912842322834,6,growth,1,1,1,1,1,0,4,1,160784.24662643124,45229.26635663133,0.07849859783189912,0.02974400173561085,0.03005937611608217,60792.31227652199,32053.811516488513,14,23,17,48040.09815694587,2940,4938,80,medium,1600,1600,1600,online,52,male,none,employed,Kisumu,1,low,56.7
52,SME_52,43211.74828732604,0.08930088490023697,0.32718767439030755,13767.344968036034,15061.28740311397,90,24,13,agriculture,1,213706.67064696987,1,2,620202.4194881786,0.09798506190432638,34,startup,1,1,1,1,0,1,1,1,80882.5271121427,29688.86920760637,0.0619959991765531,0.02530421434360422,0.18477566043314814,7961.5373011091715,10521.949730785429,16,40,0,12619.333685500995,859,6746,188,low,941,941,941,online,49,female,highschool,self-employed,Eldoret,0,high,44.0
53,SME_53,39663.73227703985,0.10393184576473202,0.3690407437473456,1729.0069922476378,928.535938254943,59,33,16,agriculture,1,301353.2424349992,0,2,166516.18367632103,0.06424430535445852,8,growth,1,1,1,0,1,0,4,1,281926.150573073,31376.938242400924,0.10909468636632816,0.028612706092984108,0.1568746706162121,138253.87566425247,7393.200718574607,8,7,24,18533.855059161393,1309,13576,173,high,4048,2786,1122,physical,28,male,phd,employed,Other,1,medium,46.6
54,SME_54,67174.6016602166,0.12873917798563347,0.32922635104052067,10738.632172169226,44432.13346814775,77,27,21,retail,1,215793.0412434156,0,4,429067.0874199161,0.36939846337775445,28,growth,1,0,1,0,1,1,2,1,204522.67402992488,41315.33965720407,0.10636381797418866,0.03686113388459372,0.15387527215372518,164233.9551427466,1521.401210265369,12,6,20,17108.756564902895,4842,13110,28,low,3383,3383,2912,mobile,30,male,bachelor,self-employed,Other,1,low,44.4
55,SME_55,86959.8240272848,0.05578903535687495,0.14704570204367148,4973.224809662154,11345.038362190413,44,45,10,manufacturing,1,84967.9354723055,0,3,348874.4859844201,0.2887296422537542,8,startup,1,1,0,1,1,1,4,0,111914.3767101033,11055.885378286215,0.10101933506821936,0.02338577916057334,0.11415387704401976,151984.87711359118,45844.91069734559,1,18,48,15017.863799361736,3126,8795,159,low,3954,2184,894,mobile,23,male,none,employed,Eldoret,1,medium,46.2
56,SME_56,81477.3628955617,0.09265194981949515,0.3309542656988176,28294.19428092577,46464.03258429046,90,10,10,services,1,240019.1083128896,0,4,363400.76592167764,0.13937774514143642,7,growth,1,1,1,1,0,1,1,1,50144.37218865544,5807.372955586445,0.05341255381957477,0.02603417195916529,0.14509021525849577,33173.724064572576,18394.497760856375,16,27,29,13514.243399860305,4744,62958,241,medium,1415,1415,1415,physical,21,male,none,employed,Nairobi,0,low,50.2
57,SME_57,38095.285057964145,0.11666453885187386,0.5193293908076455,3333.45436030403,35871.722543912685,55,12,4,services,1,348549.7327511061,0,1,109508.23963916206,0.18385271829816652,16,startup,1,1,1,1,0,0,3,1,224774.24624537947,7547.660396984062,0.055033410935457154,0.036859712174594994,0.1801871442813255,161761.57135034932,38140.825555704476,17,11,31,31502.134072799287,3067,42718,142,high,1103,1103,1103,physical,46,male,bachelor,self-employed,Nairobi,0,medium,47.0
58,SME_58,44316.645503092346,0.21120724264989094,0.36729536467717905,13883.386255062556,38132.67449557422,55,30,12,services,0,0.0,0,0,176646.6182402258,0.16827150841411162,4,growth,1,1,1,1,1,1,1,1,182512.26520620176,6379.859040875021,0.09454976975584539,0.041134189100456464,0.16978992930555822,166555.55993170184,44338.443761316215,5,25,34,27405.495177594014,3095,46687,187,low,4231,337,337,physical,37,male,bachelor,self-employed,Other,1,low,51.7
