sme_id,business_name,revenue,profit_margin,debt_ratio,collateral_value,marketing_spend,employee_count,staff_count,age_of_business,sector,previous_funding_received,previous_funding_amount,default_history,loan_applications_count,funding_requested_amount,expected_roi,project_duration_months,business_stage,collateral_offered,business_registration_uploaded,tax_clearance_uploaded,financial_statements_uploaded,tax_registered,tax_paid_last_year,licenses_required,licenses_up_to_date,total_payroll,cost_per_hire,nssf_contribution_percent,nhif_contribution_percent,staff_turnover_rate,bank_balance,m_pesa_balance,pending_invoices,paid_invoices,late_payments,campaign_spend,clicks,impressions,conversions,target_segment,total_customers,active_customers,repeat_customers,channels_used,owner_age,owner_gender,education_level,employment_status,location,eligible_for_funding,default_risk,business_health_score,log_revenue,profit_per_employee,late_payment_rate,debt_profit_ratio,marketing_efficiency,funding_request_ratio,customer_retention_rate,invoice_completion_rate,liquidity_ratio,payroll_to_revenue,marketing_conversion_rate,profitability,financial_health,payment_behavior,operational_efficiency,marketing_roi,business_maturity,customer_base_size,funding_size_category
11,SME_11,42155.58249898453,0.0374708094941717,0.3033946279015304,0.0,44434.66073923992,89,7,2,beauty,1,20848.189841651496,0,7,708539.6032932185,0.1133578430117647,26,mature,0,1,1,0,1,1,1,1,192171.6077631423,37261.30368306934,0.092143333831892,0.0388525610341961,0.1296230782624124,26696.009917222447,46841.19650065128,19,7,24,49945.87408623169,4711,81328,283,high,3221,2557,2507,online,42,female,master,employed,Other,1,medium,29.7,10.649146119658917,473.65823032566885,12.0,8.096826089351529,0.9487094488325247,16.80772892440251,0.9804458349628471,0.2692307692307692,1.7444239186979598,4.558627739701413,0.06007217151347909,Thin Margin,Risky,Problematic,Lean,Low ROI,Startup,Large,Large
12,SME_12,42125.64952366253,0.096609265500365,0.0891655419215569,5824.362092448812,12011.358319777266,64,38,24,retail,1,117228.99201796936,0,2,189961.76285044648,0.1324803330686358,13,growth,1,1,1,0,0,0,3,1,423256.15564923343,33457.98332350318,0.0930208291563178,0.0399743223211838,0.2158576183574244,173350.56909695888,23724.99201632265,4,45,46,6375.444370403682,2087,34954,170,medium,1209,1209,1209,physical,38,male,none,employed,Nairobi,0,low,46.5,10.648435824719765,658.213273807227,1.9166666666666667,0.9229502104145489,3.507151181586238,4.509408519475587,1.0,0.9183673469387755,4.678279464927457,10.047468951463523,0.08145663632007666,Thin Margin,Stable,Occasional,Lean,Low ROI,Mature,Medium,Medium
13,SME_13,55436.05917095019,0.0961600355148891,0.1522510311274477,4021.521640795522,14010.820349528552,49,20,14,services,1,62660.98794465382,1,8,486521.79400506144,0.2622355798208873,32,growth,1,1,0,1,1,1,2,1,276808.4254730556,14648.988875442414,0.1181890557219736,0.0433971019762498,0.1085943054110943,27400.9290123594,38460.52898714798,19,26,18,38756.896777159775,3471,48061,240,high,3368,1206,38,mobile,46,male,none,self-employed,Nairobi,0,high,53.4,10.923003587199805,1131.3481463459223,1.2857142857142858,1.5833088071590165,3.9566604801135394,8.776269476601078,0.03150912106135987,0.5777777777777777,1.1880616873650418,4.993291904452505,0.06914433880726016,Thin Margin,Manageable,Occasional,Lean,Low ROI,Mature,Large,Medium
14,SME_14,32234.943934585943,0.0842067829223794,0.329802001432111,15386.862213491451,2656.0312099500547,72,17,16,tech,0,0.0,0,4,477546.5372006547,0.098228363950478,35,mature,1,1,1,0,1,1,3,1,276380.9403975698,41688.37960687506,0.0854268733363538,0.0255771507958085,0.0531865653733728,183049.87151586267,5637.831897184287,11,5,15,43385.83082775178,1639,36850,74,high,952,952,952,online,40,male,phd,self-employed,Mombasa,1,low,34.9,10.38083738022543,447.707554647027,0.9375,3.9165728696240274,12.13650796490155,14.81456081232017,1.0,0.3125,5.853514242058217,8.573954431514661,0.04514948139109213,Thin Margin,Risky,Occasional,Lean,Moderate ROI,Mature,Medium,Medium
15,SME_15,32865.20977718682,0.2080632389352223,0.2881398987203165,6115.0285385750985,39779.09182711414,17,13,17,retail,1,65123.99932880384,0,7,502661.4251669612,0.2548227719751013,23,startup,1,1,1,1,1,1,4,0,242625.1652580457,30312.112240289043,0.0501792521174014,0.0385678113311726,0.0676059321438664,58362.972206899685,30096.85753703496,15,6,25,15321.428594699804,3967,54429,109,low,4463,3250,1354,physical,53,male,bachelor,employed,Kisumu,1,medium,59.9,10.400200350523361,1933.2476339521659,1.4705882352941178,1.384866928895714,0.8261930644375673,15.294636138786508,0.4166153846153846,0.2857142857142857,2.691594861059992,7.382431662628925,0.02747668263171162,Healthy Margin,Manageable,Occasional,Lean,Low ROI,Mature,Large,Large
16,SME_16,40935.40226925652,0.1364321702859037,0.213131383554638,818.9603176278198,20852.76181163528,73,14,11,services,1,364871.8362803497,0,3,544977.3472300769,0.2827464085021335,7,growth,1,0,1,0,1,1,3,1,356406.2667930123,10013.730350855216,0.052168575042764,0.0329017876051955,0.1589736852309373,69342.91544879865,1661.6447445675262,9,25,32,27081.160241121728,3431,15241,215,high,1058,1058,1058,online,21,female,master,self-employed,Other,1,low,56.8,10.619774977221297,560.7589351952948,2.909090909090909,1.5621783565269498,1.96306861599578,13.313105943003475,1.0,0.7352941176470589,1.734551421440222,8.70655342406839,0.06266394637132032,Thin Margin,Manageable,Problematic,Lean,Low ROI,Mature,Medium,Large
17,SME_17,36676.63875692987,0.1314839611082572,0.2278749315732031,78264.01994560087,11455.830695569952,32,41,2,tech,0,0.0,0,8,50549.62067137624,0.2667639875513339,7,growth,1,1,1,1,1,0,1,1,129042.35861226617,47102.07837790925,0.0976978693443911,0.0296864934722179,0.1503610342431993,107488.02358110124,13742.2797165538,5,41,14,47618.77320785294,709,34390,15,medium,1272,1272,1272,online,28,male,master,self-employed,Kisumu,0,low,38.5,10.509922550168795,1146.1449611540584,7.0,1.7331005976126814,3.201569552796636,1.378251180714458,1.0,0.8913043478260869,3.3053820471688993,3.5183801729345836,0.021156558533145273,Thin Margin,Manageable,Problematic,Lean,Low ROI,Startup,Medium,Small
18,SME_18,57403.19719616737,0.0097296344915272,0.4044251995738933,0.0,11589.513880828985,70,25,24,transport,1,45955.41097445023,1,7,692575.103228751,0.2233625373654158,23,growth,0,1,1,1,1,0,4,1,474614.6313121389,49477.58317879652,0.0648057859936451,0.0344832401778218,0.1883362972351276,41680.22341891648,33612.42516431485,11,29,36,47757.745118573046,3468,86545,88,high,176,176,176,physical,50,male,master,self-employed,Eldoret,0,high,40.2,10.957872701518832,820.0456742309624,1.5,41.566330156192045,4.95302890064457,12.065096319669665,1.0,0.725,1.311645557405614,8.268087049057739,0.025374855824682813,Thin Margin,Risky,Occasional,Lean,Low ROI,Mature,Small,Large
19,SME_19,37503.42487395426,0.1944792621146458,0.2223461140696178,0.0,45069.99706146166,21,43,23,manufacturing,1,408237.72422147705,0,4,497447.9397826744,0.0195827345405281,27,startup,0,1,1,1,0,0,2,0,97075.70072322318,29195.2608666152,0.0834936515043245,0.0344388350004856,0.183361910031658,139267.9225934079,9406.544217427489,6,16,19,46505.59671724265,1987,54792,278,high,1102,1102,106,physical,51,female,highschool,employed,Eldoret,0,low,57.0,10.532214201636227,1785.877374950203,0.8260869565217391,1.143289580863097,0.832115094722795,13.264066987336586,0.09618874773139746,0.7272727272727273,3.9642903897581965,2.588448949648896,0.13990941117262204,Healthy Margin,Manageable,Occasional,Lean,Low ROI,Mature,Medium,Medium
20,SME_20,34212.46215849332,0.0632519123602569,0.286786313395639,12656.01828256606,41695.83002305184,7,31,5,tech,0,0.0,0,2,795146.090891325,0.0789284200422546,12,startup,1,1,1,1,1,1,1,1,369634.89836075145,39941.55923327468,0.0885960579377781,0.039181113511708,0.1488135731989233,107158.9985800192,10806.977194351142,9,5,4,13745.33437284996,4657,28232,186,high,908,908,759,mobile,29,female,bachelor,self-employed,Mombasa,0,low,35.6,10.44037447596389,4887.494594070474,0.8,4.534033876513045,0.8205247896391248,23.241416744802397,0.8359030837004405,0.35714285714285715,3.448041103498452,10.80410105090869,0.03993987545630234,Thin Margin,Risky,Occasional,Lean,Low ROI,Growth,Medium,Large
21,SME_21,118408.67819944763,0.1541952841186429,0.6254904882120814,4333.697656832356,27676.544267859164,7,38,16,transport,1,125523.1413031508,0,0,819042.5817952219,0.0644624115674855,21,growth,1,1,1,1,1,1,4,1,366936.2011556979,31249.071765905243,0.0967145078937477,0.0367765512497541,0.0828069358904824,189492.01847939708,4024.202592875864,15,2,47,2977.166498263856,3001,41585,358,low,4633,2450,1697,mobile,55,female,none,employed,Kisumu,1,medium,30.2,11.681905739640772,16915.525457063948,2.9375,4.056482607670469,4.278304294548648,6.917082381543236,0.6926530612244898,0.11764705882352941,1.6343077552670096,3.098896185105879,0.11929356881039653,Healthy Margin,Risky,Problematic,Lean,Low ROI,Mature,Large,Large
22,SME_22,45632.539398308,0.1694163856570734,0.0864476044674115,5425.374940132885,30805.54002078605,27,27,16,manufacturing,1,448393.77542300726,0,4,245924.4195518831,0.1621622425272749,34,startup,1,1,1,0,1,0,2,1,101271.99669035306,23999.258469598644,0.0558622656644692,0.0389382330394241,0.123215394989743,182687.33452786552,37622.0115106466,2,18,39,5139.500933675978,1670,36481,290,medium,3459,3459,690,online,44,female,bachelor,self-employed,Nairobi,1,low,49.8,10.72839823826605,1690.0940517891852,2.4375,0.5102670803188757,1.4813095101568556,5.389233708983587,0.199479618386817,0.9,4.8279001989243,2.219293469653107,0.17365269461077845,Healthy Margin,Stable,Problematic,Lean,Low ROI,Mature,Large,Medium
23,SME_23,51235.57722976878,0.2452461017087056,0.0222235902638012,125276.1773491407,23716.27852751455,8,38,2,tech,1,32176.573796570214,0,4,67454.48749824225,0.2031241122977947,20,startup,1,1,1,1,1,1,4,1,496869.2387637331,23409.861517281093,0.1032030577628703,0.0494148299625554,0.1269390802775988,155094.06938926206,22949.3062405469,15,18,23,7093.832709843922,2820,84432,216,high,3635,234,234,mobile,20,male,bachelor,self-employed,Other,1,medium,84.2,10.844208954985012,6404.4471537210975,11.5,0.09061750669618217,2.1603548453155326,1.3165556268789336,1.0,0.5454545454545454,3.4749950182343725,9.697738673568477,0.07659574468085106,Healthy Margin,Stable,Problematic,Lean,Low ROI,Startup,Large,Small
24,SME_24,34150.398969150854,0.0583825720616621,0.417538449719791,1973.0145047498856,19583.32714394044,73,42,16,agriculture,0,0.0,0,3,709169.1789900762,0.0808918168315158,17,startup,1,1,1,1,1,1,2,1,65441.2451163563,48394.143450668096,0.1144117610475414,0.0443139536381044,0.2309216747185553,41038.494556672886,44509.534148971965,11,23,5,33583.908035783905,2563,80644,124,medium,2028,2028,531,online,41,female,bachelor,employed,Nairobi,1,medium,51.2,10.43855882958157,467.8136845089158,0.3125,7.151765243895013,1.7438507112780282,20.766058388679188,0.2618343195266272,0.6764705882352942,2.5050374604092656,1.9162659029392737,0.048380803745610615,Thin Margin,Risky,Reliable,Lean,Low ROI,Mature,Large,Large
26,SME_26,52213.10715910516,0.1628694681327586,0.252264370838607,0.0,6280.635176015104,79,12,8,agriculture,0,0.0,0,9,457724.826849283,0.2684204407130666,7,startup,0,1,1,1,0,1,3,0,241146.61296603383,27070.43842151468,0.076631225317112,0.0360045968461022,0.2013813316638379,57352.37325994088,22327.59275859088,4,34,3,2516.286001895529,4682,65885,372,high,4853,136,136,physical,52,male,bachelor,self-employed,Kisumu,1,medium,41.9,10.863107989449349,660.9254070772805,0.375,1.548874529589429,8.313348203777215,8.76647362614318,1.0,0.8947368421052632,1.5260529463555743,4.618507230975654,0.07945322511747116,Healthy Margin,Manageable,Reliable,Lean,Moderate ROI,Mature,Large,Medium
27,SME_27,35711.078887201074,0.2760357827057598,0.1828265432803328,0.0,20922.3394858114,66,14,20,services,0,0.0,0,7,274420.55340172385,0.100127407125632,34,growth,0,1,1,1,1,1,1,1,411262.7779667634,16182.085363944418,0.1020672708903855,0.0268808301911227,0.1604821821899329,167658.14927829732,25251.126708039345,16,34,47,44520.265075737,2234,70190,486,low,366,366,366,mobile,36,male,highschool,self-employed,Mombasa,1,low,51.7,10.483244254721548,541.0769528363799,2.35,0.6623291425779267,1.7068396634811676,7.684465492306276,1.0,0.68,5.401944774496179,11.51639185323412,0.21754700089525514,Healthy Margin,Stable,Problematic,Lean,Low ROI,Mature,Small,Medium
28,SME_28,59191.03100622514,0.2367262447057606,0.2610299788848731,311.1263048692763,17228.095399393766,71,17,14,tech,1,40392.18892286373,0,2,173538.45669181136,0.1181542326685958,11,mature,1,1,1,1,1,1,2,1,63417.821495428,16397.692450034687,0.0673908463874037,0.0355666384219814,0.1463689250516611,131349.38104485185,43184.59585077565,19,4,42,37365.18510948369,1585,49446,364,low,2783,2783,1431,online,41,female,phd,self-employed,Kisumu,1,low,67.7,10.98854220042984,833.6764930454244,3.0,1.1026659896088873,3.435726912001427,2.931837032430813,0.5141933165648581,0.17391304347826086,2.9486558001882366,1.071409306737001,0.22965299684542587,Healthy Margin,Manageable,Problematic,Lean,Low ROI,Mature,Large,Medium
29,SME_29,40493.63731489165,0.1646761590692238,0.5397807168144512,156.28263999757178,24907.53601255742,47,38,10,manufacturing,1,430458.2553902225,0,9,301696.68544277333,0.3180959498854198,7,growth,1,0,1,1,1,0,2,1,300659.0713864948,21030.219293636623,0.0879571194734363,0.0413624708630282,0.126749582908604,39238.14253619255,15317.133789108731,19,37,12,26514.288816927263,2884,58495,352,medium,3449,443,443,mobile,38,male,bachelor,self-employed,Eldoret,0,low,59.7,10.608924832349407,861.5667513806733,1.2,3.277831593020986,1.6257584569776922,7.450471369037119,1.0,0.6607142857142857,1.347255518220351,7.424847243246449,0.12205270457697642,Healthy Margin,Risky,Occasional,Lean,Low ROI,Mature,Large,Medium
30,SME_30,44583.904812337474,0.1155854670057566,0.4203192687927178,0.0,22881.593727258754,82,5,23,services,1,163711.84265425228,0,8,341361.1603440208,0.1072699785074801,7,mature,0,0,1,0,1,1,3,1,141800.45811614656,46614.99363158651,0.0961962785441083,0.0219731248564722,0.1760914725813491,94360.31510112148,3527.398824257174,13,5,46,49498.01596398094,3228,89861,405,low,4757,793,793,online,54,female,none,self-employed,Nairobi,0,low,38.8,10.705150623596138,543.706156248018,2.0,3.6364369992274574,1.9484615164382033,7.656600779605956,1.0,0.2777777777777778,2.1955841314799036,3.1805302544273073,0.12546468401486988,Thin Margin,Risky,Occasional,Lean,Low ROI,Mature,Large,Medium
31,SME_31,40481.57679392344,0.2064985817646117,0.4293335267830465,257.01014566482974,25944.47658255407,86,10,2,agriculture,0,0.0,0,2,435397.2485657752,0.2342275141460576,9,growth,1,0,1,0,0,1,2,0,307664.94212836487,22844.21238655611,0.1115491772641961,0.024122730519703,0.0993666434842961,195105.55976610875,31732.378180226413,8,28,20,13259.30730737798,3510,9923,73,low,4716,2914,300,online,54,male,bachelor,employed,Kisumu,1,medium,50.9,10.608626957911762,470.71600923166795,10.0,2.079111261269799,1.5603158022908274,10.755441933060554,0.1029512697323267,0.7777777777777778,5.603485731326184,7.600122487683025,0.020797720797720798,Healthy Margin,Manageable,Problematic,Lean,Low ROI,Startup,Large,Medium
32,SME_32,160518.9011037012,0.0818517660206871,0.0875659416311031,1576.1697574128762,6995.948861349704,10,31,3,manufacturing,0,0.0,0,3,662298.9807502948,0.3239255329463499,28,growth,1,1,1,1,1,1,2,1,340856.1006336221,29853.0278937122,0.0741756018970175,0.0202193188738035,0.1485406732904996,147788.9023926163,41459.34380305476,18,22,4,10900.391749494742,2934,68978,384,high,353,353,223,physical,38,female,master,self-employed,Kisumu,1,low,54.6,11.98617320828112,16051.890110370121,1.3333333333333333,1.0698112684455923,22.944550379794066,4.125987507990881,0.6317280453257791,0.55,1.1789779577011283,2.12346395527226,0.130879345603272,Thin Margin,Manageable,Occasional,Lean,High ROI,Growth,Small,Large
33,SME_33,49520.09917899211,0.1833450438549353,0.1273269395170696,6334.394728780996,25657.07507566385,33,39,18,transport,1,456011.3276483992,0,5,287699.79495862254,0.0818505744428782,3,startup,1,1,1,0,1,0,4,1,65363.50255120608,29558.905996579244,0.0844853761773302,0.0313600296711845,0.1555483402223879,187185.72022592768,28256.612068791263,11,44,12,16740.142765235854,2648,32509,45,low,1978,1978,1978,physical,46,female,master,employed,Other,1,low,67.2,10.81015410377999,1500.609066030064,0.6666666666666666,0.6944662197567344,1.9300757796029027,5.809758052356109,1.0,0.8,4.350603812726529,1.31993884573913,0.016993957703927493,Healthy Margin,Stable,Occasional,Lean,Low ROI,Mature,Medium,Medium
34,SME_34,36348.25073832687,0.1853829111416639,0.0,0.0,12120.940694360545,7,19,21,transport,0,0.0,0,8,69957.22819930245,0.0893317975174941,28,startup,0,0,1,1,1,1,1,1,80359.08986088328,31241.806594618636,0.0629219584724189,0.0430194583420511,0.1600317787154207,162723.35917351893,16703.42706990103,10,36,1,26326.036532759583,3266,89253,357,high,2499,100,100,online,30,female,master,employed,Mombasa,0,low,51.5,10.500928870323555,5192.60724833241,0.047619047619047616,0.0,2.9987978371380413,1.9246380988985834,1.0,0.782608695652174,4.936325204068928,2.210810375426123,0.10930802204531537,Healthy Margin,Stable,Reliable,Lean,Low ROI,Mature,Large,Small
35,SME_35,76090.51473150012,0.2242146935249215,0.1785928768375869,0.0,9216.567449409562,3,32,2,manufacturing,1,385244.003135135,0,9,385813.0393412652,0.1768518930428905,34,growth,0,0,1,1,0,1,3,1,88350.9822218582,41901.95451634072,0.0715327334337777,0.0334854755458478,0.1081732712015265,146386.5994830888,31892.999011088446,0,31,24,19341.8615401656,4125,86711,277,low,1927,1927,1881,mobile,47,female,master,employed,Mombasa,0,low,65.8,11.239692036075857,25363.50491050004,12.0,0.7965261956292632,8.255840924418633,5.070448540171926,0.9761286974571873,1.0,2.342993724293636,1.1611300374773579,0.06715151515151516,Healthy Margin,Stable,Problematic,Lean,Moderate ROI,Startup,Medium,Medium
36,SME_36,35271.40609668176,0.3431762027237754,0.4435054779578488,3307.6913331102182,3241.710939309561,14,39,21,manufacturing,1,290511.8816899673,0,1,858517.0238358942,0.2067600296232449,14,startup,1,1,1,1,0,1,3,0,433524.85019047104,45554.06335480801,0.0566455474896113,0.0371234885562826,0.13084295839883,166834.36176538633,49559.15819183849,10,0,5,41475.05491079167,989,5517,287,high,798,798,798,mobile,29,male,bachelor,employed,Other,1,low,42.4,10.47085624025914,2519.386149762983,0.23809523809523808,1.2923549897625886,10.88049081396322,24.34031185154995,1.0,0.0,6.1350976301900975,12.291113345528231,0.2901921132457027,Healthy Margin,Manageable,Reliable,Lean,Moderate ROI,Mature,Medium,Large
37,SME_37,54581.704105298246,0.1774691177025137,0.3775419773622556,0.0,38132.62793780705,44,7,9,transport,1,218470.06711039032,1,1,508384.4806348461,0.1358395048943385,8,mature,0,1,1,1,1,1,2,1,467000.2280047796,14393.609031705377,0.063834642151637,0.0376961198883034,0.1656882836718402,140051.13206678015,29128.046631555608,7,48,28,44724.5215218494,4668,91983,214,medium,3324,153,153,mobile,54,male,master,self-employed,Other,1,high,57.0,10.907472336921078,1240.4932751204146,3.111111111111111,2.1273671850621256,1.4313648719495298,9.314192163258186,1.0,0.8727272727272727,3.0995583863039102,8.555984750931364,0.04584404455869751,Healthy Margin,Manageable,Problematic,Lean,Low ROI,Mature,Large,Large
38,SME_38,32097.10432031505,0.114372546200475,0.2667730105571814,0.0,21372.096042828,46,34,2,transport,0,0.0,0,1,965488.0825905016,0.3971282539514267,22,mature,0,1,1,1,1,1,2,1,246975.20264019628,43720.12768884678,0.0742347929151646,0.0226862163376272,0.1613325785720341,115636.51212739784,16445.60443856341,19,33,22,48333.3837384667,1323,11957,157,medium,3276,3258,251,online,37,male,highschool,self-employed,Eldoret,1,low,42.3,10.376552251932367,697.7631373981533,11.0,2.332491663598842,1.5018229497001594,30.080223840610454,0.07704112952731737,0.6346153846153846,4.115078894589354,7.694625663906995,0.11866969009826153,Thin Margin,Manageable,Problematic,Lean,Low ROI,Startup,Large,Large
